Should You Watch Out for Spiders Hiding in Your Toilet?	http://urbanlegends.about.com/od/spiders/a/butt_spider.htm
Fake Parking Attendant Steals Millions!	http://urbanlegends.about.com/od/humor/a/bristol_zoo_car_park_attendant.htm
What Is the Atheists' Holiday?	http://urbanlegends.about.com/od/religion/a/atheist_holiday.htm
How a Barrel of Bricks Became the Stuff of Legend	http://urbanlegends.about.com/od/accidentsmishaps/a/barrel_bricks.htm
The Funniest College Application Essay Ever Written	http://urbanlegends.about.com/od/humor/fl/College-Application-Essay.htm
Did You Hear the Tale of the Killer Biscuit Dough?	http://urbanlegends.about.com/od/accidentsmishaps/a/biscuit_brain.htm
When the Craigslist Gold Digger Met Her Match	http://urbanlegends.about.com/od/sex/a/gold_digger.htm
Up in Flames: The Cigar Arsonist - an Urban Legend	http://urbanlegends.about.com/od/classics/fl/The-Cigar-Arsonist-an-Urban-Legend.htm
Seriously, What If That Polygraph Test You Took Turned Out to Be Fake?	http://urbanlegends.about.com/od/crime/a/fake_lie_detector.htm
Introducing the Dumbest Burglars on Earth!	http://urbanlegends.about.com/od/crime/a/sperm_bank.htm
The Unbelievable Story of the Stolen Granny	http://urbanlegends.about.com/od/crime/a/grandma_larceny.htm
Why Urban Legends About Exploding Toilets Are So Compelling	http://urbanlegends.about.com/od/accidentsmishaps/a/explodingtoilet.htm
Did a Study Say Fellatio Decreases Risk of Breast Cancer in Women?	http://urbanlegends.about.com/od/medical/a/Fellatio-Breast-Cancer.htm
A Little Bit of History on That Gesture Known as "The Finger"	http://urbanlegends.about.com/od/errata/fl/Pluck-Yew-The-Origin-of-The-Finger.htm
This Has to Be a Prank, Right? Facebook Closed for Maintenance?	http://urbanlegends.about.com/od/facebook/ss/Facebook-Closed-For-Maintenance.htm
Internet Tall Tale About "Gerbilling" Still Makes the Rounds	http://urbanlegends.about.com/od/sex/fl/Gerbilling-Mishap-Injures-Two.htm
"Zero-G Planetary Alignment" Story Is a Hoax	http://urbanlegends.about.com/od/Fake-News/ss/Jan-4-2014-Planetary-Alignment-Decreases-Gravity.htm
Is It True That Jennifer Lopez Insured Her Butt for a Billion Dollars?	http://urbanlegends.about.com/cs/celebrities/a/jennifer_lopez.htm
Is That Photo of an In-N-Out Cup Saying "Hail Satan" Real?	http://urbanlegends.about.com/od/fauxphotos/fl/In-N-Out-Burger-Hail-Satan.htm
Aboard the Hindenburg, Luxurious Accommodations and Design	http://history1900s.about.com/od/1930s/a/hindenburg.htm
The Haunted Painting	http://paranormal.about.com/od/trueghoststories/a/The-Haunted-Painting.htm
10 Hilarious Internet Urban Legends	http://urbanlegends.about.com/od/humor/tp/top_10_funniest_urban_legends.htm
Can People Access Your Driver's License in an Online Database?	http://urbanlegends.about.com/od/government/fl/Can-You-Look-Up-Drivers-License-Information-Online.htm
That Study Linking Staring at Women's Breasts and Men's Health? Hoax.	http://urbanlegends.about.com/od/medical/a/ogling_breasts.htm
How the Groom Got Revenge on His Cheating Bride	http://urbanlegends.about.com/od/sex/a/mastercard_wed.htm
You've Never Read a Job Application Like This Before!	http://urbanlegends.about.com/od/humor/a/job_application.htm
Can This "Suggestive" 1930s Mickey Mouse Milk Ad Possibly Be Real?	http://urbanlegends.about.com/od/humo1/ss/Mickey-Mouse-Milk-Ad.htm
Man Unearths 2-Million-Year-Old Barbie Doll in Backyard	http://urbanlegends.about.com/od/humor/a/barbie_doll.htm
