22 Christian Missionaries to be Executed by Afghani Islamists-Fiction!			https://www.truthorfiction.com/22-christian-missionaries-executed-afghani-islamists/
Prayer Request: Kayla Scott’s 22-Month-old Son Shot Self with Brad Nailer-Outdated!			https://www.truthorfiction.com/prayer-request-kayla-scotts-22-month-old-son-shot-self-with-brad-nailer/
Alabama Coach Paul “Bear” Bryant Carried a Prayer in His Wallet-Truth!			https://www.truthorfiction.com/alabama-coach-paul-bear-bryant-carried-a-prayer-in-his-wallet/
Office Depot Refused to Print Pro-Life Prayer-Resolved!			https://www.truthorfiction.com/office-depot-refused-to-print-pro-life-prayer/
Pray for Griffin Middleton of Rural Hall, North Carolina-Truth! but Resolved!			https://www.truthorfiction.com/griffin/
Pray for Cindy Hogman, an adult with cancer-Truth!			https://www.truthorfiction.com/cindyhogman/
Pray for burn victim Baby Delaney in Texas-Truth!			https://www.truthorfiction.com/babydelaney/
Asha Degree, a ten-year-old is missing from North Carolina-Truth!			https://www.truthorfiction.com/asha/
Six-year-old Amanda Bundy needs prayer for a massive tumor-Previously Truth! Now Resolved!			https://www.truthorfiction.com/amandabundy/
Aaron Russell Steinmetz, missing in Florida-Once Truth! Now Resolved!			https://www.truthorfiction.com/aaronsteinmetz/
Pray for little Braedon Hembree in South Carolina-Truth! But resolved!			https://www.truthorfiction.com/braedonhembree/
American missionary sentenced to death in Africa after traffic accident-Fiction!			https://www.truthorfiction.com/africanmissionary/
Help find Erin from Cedar Rapids-Truth!			https://www.truthorfiction.com/erin/
Prayer Request From President Bush in China-Truth!			https://www.truthorfiction.com/bushprayerreq/
Pray for 5-year old Ella Newmiller who has brain cancer-Truth!			https://www.truthorfiction.com/ella-newmiller/
Sarah Palin’s Prayer Request-Fiction!			https://www.truthorfiction.com/sarah-palin-prayer/
Charles Stanley Speaking Out-Fiction!			https://www.truthorfiction.com/charles-stanley-speakingout/
Pray for 4-year old Madison who is cancer-Truth!			https://www.truthorfiction.com/madison/
Pray for Katie Fitch-Truth!			https://www.truthorfiction.com/katie-fitch/
Kelsey Brooke Jones, a missing little girl-Fiction!			https://www.truthorfiction.com/kelsey/
Pray for 3-year-old Lauren Renee Pingel in Amarillo, Texas-Truth!			https://www.truthorfiction.com/laurenpingel/
A Prayer Request and Email Chain For a Cancer Patient named Nick Doized- Mostly Truth!			https://www.truthorfiction.com/prayer-request-nick-doize/
Pray For The 3rd Battalion, 5th Marines Called “Darkhorse” In Afghanistan-Truth!			https://www.truthorfiction.com/darkhorse-battalion/
Prayer Request for an 8 Year Old Cancer Patient Named Sam Bish-Truth!			https://www.truthorfiction.com/sam-bish/
Pink Ribbon at Yahoo-Truth! but now Over!			https://www.truthorfiction.com/komen/
Krystava Patients Schmidt, a missing girl-Truth! Now Resolved!			https://www.truthorfiction.com/krystava/
Missionary David Allen is ill and needs prayer-Truth! but Resolved!			https://www.truthorfiction.com/davidallen/
Presidential Prayer Team organizing prayer for the president-Truth!			https://www.truthorfiction.com/presidentialprayerteam/
Pray for Pat Boone’s Grandson, Ryan-Truth!			https://www.truthorfiction.com/ryan/
Pray for two-year-old cancer victim Michael Novenche-Truth!			https://www.truthorfiction.com/michaelnovenche/
5-year-old Jessica Koopmans is missing in Canada-Once Truth! Now Resolved!			https://www.truthorfiction.com/jessica/
A church leader in China has been sentenced to death-Truth!			https://www.truthorfiction.com/gong/
“Dawne” is Battling Lung Cancer And Her Brother-in-law Is Asking for Donations and Encouragement-Truth! But The Battle is Over!			https://www.truthorfiction.com/dawne/
Pray for Dean Thomson, severely injured in a sledding accident-Truth, but Resolved!			https://www.truthorfiction.com/deanthomson/
Savannah Foraker-forward emails to help with her medical costs-Fiction!			https://www.truthorfiction.com/antoniaforaker/
