10 Things to Know About Slender Man	http://urbanlegends.about.com/od/horrors/tp/10-Things-to-Know-About-Slender-Man.htm	horrors
The 13 Creepiest Tales to Tell Around a Campfire	http://urbanlegends.about.com/od/horrors/ss/Campfire-Tales.htm	horrors
About Those Alligators in the Sewers...	http://urbanlegends.about.com/od/alligators/a/sewer_gators.htm	horrors
Who's Calling You from 999-999-9999? Are You Sure You Want to Know?	http://urbanlegends.about.com/b/2005/11/21/the-phone-call-of-death-999-999-9999.htm	horrors
"Aren't You Glad You Didn't Turn on the Light?"	http://urbanlegends.about.com/od/horrors/a/turn_on_light.htm	horrors
Did a Woman Really Lick Cockroach Eggs off an Envelope?	http://urbanlegends.about.com/od/cockroaches/a/fear_of_licking.htm	horrors
Should You Watch Out for Spiders Hiding in Your Toilet?	http://urbanlegends.about.com/od/spiders/a/butt_spider.htm	horrors
Do You Know What Happens When You Mess with Bloody Mary?	http://urbanlegends.about.com/od/horrors/a/bloody_mary.htm	horrors
The Babysitter and the Man Upstairs	http://urbanlegends.about.com/od/horrors/a/The-Babysitter-And-The-Man-Upstairs.htm	horrors
One Dead Body Under the Mattress Can Spoil Your Whole Honeymoon!	http://urbanlegends.about.com/od/crime/a/body_in_bed.htm	horrors
Scary Stuff: The Legend of the Hanging Boyfriend	http://urbanlegends.about.com/od/horrors/a/boyfriend_death.htm	horrors
Is This What a Brown Recluse Spider Bite Looks Like?	http://urbanlegends.about.com/od/spiders/ss/brown_recluse_spider_bite.htm	horrors
What Really Happened to "The Missing Bride"?	http://urbanlegends.about.com/od/classics/a/The-Missing-Bride.htm	horrors
The Terrifying Tale of Bunny Man Bridge	http://urbanlegends.about.com/od/murderers/fl/Bunny-Man-Bridge.htm	horrors
What Really Happened to Carmen Winstead?	http://urbanlegends.about.com/od/ghoststories/a/carmen_winstead.htm	horrors
Do People Really Get Buried Alive?	http://urbanlegends.about.com/od/horrors/a/buried_alive.htm	horrors
Beware of the Killer Clown!	http://urbanlegends.about.com/od/horrors/a/clown_statue.htm	horrors
The Legend of the Cadaver's Arm	http://urbanlegends.about.com/od/horrors/fl/The-Cadaver-Arm.htm	horrors
The Case of the Choking Doberman	http://urbanlegends.about.com/od/dogs/a/chokingdoberman.htm	horrors
"They Hurt Her" - A Cautionary Tale About Bullying	http://urbanlegends.about.com/od/internet-scares/ss/David-Gregory-Death.htm	horrors
Ole Mose the Crocodile Suspected in Demise of Elderly Golfer	http://urbanlegends.about.com/od/animalattacks/fl/Crocodile-Eats-Man.htm	horrors
Could Cannibalism Be Alive and Well in Modern World?	http://urbanlegends.about.com/od/horrors/a/eating_babies.htm	horrors
Watch Doctors Pull a Live Worm Out of This Patient's Eye!	http://urbanlegends.about.com/od/medical/fl/A-Case-of-Eye-Worm.htm	horrors
Did You Hear the One About the Spiders in the Hairdo?	http://urbanlegends.about.com/od/horrors/a/fatal_hairdo.htm	horrors
Did You Hear the One About the Exploding Cactus?	http://urbanlegends.about.com/od/horrors/a/cactus.htm	horrors
