No, Obama Did Not Declare December "National Muslim Appreciation Month"	http://urbanlegends.about.com/od/Fake-News/fl/Obama-Declares-December-National-Muslim-Appreciation-Month.htm	Fake-News
Did NASA Predict 15 Days of Darkness in November?	http://urbanlegends.about.com/od/Fake-News/fl/15-Days-of-Darkness-Hoax.htm	Fake-News
Does AriZona Tea Really Contain Human Urine?	http://urbanlegends.about.com/od/Fake-News/fl/AriZona-Tea-Uses-Human-Urine-in-Products.htm	Fake-News
No, Facebook Isn't Ratting Out Gun Owners to DHS	http://urbanlegends.about.com/od/Fake-News/fl/Facebook-Submits-Names-of-Gun-Users-to-DHS.htm	Fake-News
Did Bill Gates Pay Young Thug to Stop Making Music?	http://urbanlegends.about.com/od/Fake-News/ss/Bill-Gates-Offers-Young-Thug-9-Million.htm	Fake-News
Macaulay Culkin Found Dead? Nope, Another Internet Hoax	http://urbanlegends.about.com/od/Fake-News/ss/Macaulay-Culkin-Dead-Hoax.htm	Fake-News
Judd Nelson Death Report Is a Hoax	http://urbanlegends.about.com/od/Fake-News/ss/Judd-Nelson-Dead-Hoax.htm	Fake-News
Gabriel Iglesias Is NOT Dead. It's a Hoax!	http://urbanlegends.about.com/od/Fake-News/ss/Gabriel-Iglesias-Found-Dead.htm	Fake-News
Did the FDA Find Coors Beer Laced With Cocaine?	http://urbanlegends.about.com/od/Fake-News/fl/Coors-Light-Beer-Laced-With-Cocaine.htm	Fake-News
Tupac Alive? No, It's a Hoax	http://urbanlegends.about.com/od/Fake-News/fl/Tupac-Shakur-Comes-Out-of-Hiding.htm	Fake-News
Is There Human Meat in Your Big Mac?	http://urbanlegends.about.com/od/Fake-News/ss/Human-Meat-Found-in-McDonalds.htm	Fake-News
No, a Christian Boy Didn't Die for 3 Minutes and Meet Allah	http://urbanlegends.about.com/od/Fake-News/ss/Christian-Boy-Dies-For-3-Minutes.htm	Fake-News
Does McDonald's Use Worm Meat in Its Burgers?	http://urbanlegends.about.com/od/Fake-News/ss/McDonalds-Uses-Worm-Meat-Fillers.htm	Fake-News
Did Coca-Cola Recall 2 Million Bottles Named 'Michael'?	http://urbanlegends.about.com/od/Fake-News/ss/Coca-Cola-Recalls-2-Million-Bottles.htm	Fake-News
Did Oprah Post Bail for 'Sexy Felon?'	http://urbanlegends.about.com/od/Fake-News/fl/Oprah-Posts-Bail-for-Sexy-Felon.htm	Fake-News
Are Your Kids Smoking Bed Bugs to Get High?	http://urbanlegends.about.com/od/medical/ss/Smoking-Bed-Bugs-to-Get-High.htm	Fake-News
Did Justin Bieber Legally Change His Race to African American?	http://urbanlegends.about.com/od/celebrities/ss/Justin-Bieber-Legally-Changes-Race-to-African-American.htm	Fake-News
No, California Hasn't Legalized Human-Animal Marriage	http://urbanlegends.about.com/od/Fake-News/ss/Calif-Allows-State-Recognized-Human-Animal-Marriage.htm	Fake-News
Wow! Giant Squid Washes Up on Beach in California!	http://urbanlegends.about.com/od/Fake-News/ss/Giant-Squid-Found-in-California.htm	Fake-News
Don't Believe the One About Ann Coulter and a Black Pilot	http://urbanlegends.about.com/od/celebrities/ss/Ann-Coulter-Refuses-To-Board-Plane.htm	Fake-News
"Zero-G Planetary Alignment" Story Is a Hoax	http://urbanlegends.about.com/od/Fake-News/ss/Jan-4-2014-Planetary-Alignment-Decreases-Gravity.htm	Fake-News
Did a Study Say Fellatio Decreases Risk of Breast Cancer in Women?	http://urbanlegends.about.com/od/medical/a/Fellatio-Breast-Cancer.htm	Fake-News
Loggers Cut Down World's Oldest Tree in Amazon Forest	http://www.hoax-slayer.com/hoax-loggers-cut-down-oldest-tree.shtml	Fake-News
Sarah Palin: Send Immigrants 'Back Across Ocean' to Mexico	http://www.snopes.com/media/notnews/palinmexico.asp	Fake-News
Texas Turkey Farm Contaminated With Ebola	http://www.snopes.com/medical/ebola/turkey.asp	Fake-News
MediaMass Fake News Site Claims Jack Bruce Death a Hoax	http://wafflesatnoon.com/jack-bruce-death-hoax/	Fake-News
Man Dies in Haunted House, Mistaken for Prop for Almost 2 Weeks	http://www.snopes.com/media/notnews/scaredstiff.asp	Fake-News
Graffiti Artist Banksy Arrested; Identity Revealed	http://www.telegraph.co.uk/news/uknews/crime/11174625/Banksy-arrest-hoax-US-website-claims-street-artist-caught-in-London.html	Fake-News
Whistleblower: Ebola Vaccine Contains RFID Chips	http://badsatiretoday.com/ebola-vaccine-contains-rfid-chips-cdc-whistleblower/	Fake-News
Charles Manson Granted Parole	http://urbanlegends.about.com/od/Fake-News/fl/Study-Finds-1-in-3-Americans-Implanted.htm	Fake-News
Charles Manson Granted Parole	http://urbanlegends.about.com/od/Fake-News/fl/Charles-Manson-Granted-Parole.htm	Fake-News
Derek Jeter Cancels Retirement, Signs Contract with Red Sox	http://urbanlegends.about.com/od/Fake-News/ss/Derek-Jeter-Cancels-Retirement.htm	Fake-News
Dumb Burglars Snort Stolen Cremains	http://urbanlegends.about.com/od/crime/a/grandma_larceny.htm	Fake-News
Eli Manning Cut From the Giants	http://urbanlegends.about.com/od/Fake-News/ss/Eli-Manning-Cut-From-the-Giants.htm	Fake-News
Fans of Fast and Furious Destroy Blogger's Vehicle?	http://urbanlegends.about.com/od/Fake-News/ss/Fans-of-Fast-and-Furious-Destroy-Bloggers-Vehicle.htm	Fake-News
Bitstrips App Is Secretly an NSA Trojan Horse	https://www.lifewire.com/make-personalized-comics-3485734	Fake-News
NBC Confirms that 'Friends' Is Returning for a Comeback Season?	http://urbanlegends.about.com/od/Fake-News/ss/NBC-Confirms-That-friends-Is-Returning-For-Comeback-Season.htm	Fake-News
Japanese Whaling Crew Eaten Alive by Killer Whales	http://urbanlegends.about.com/od/Fake-News/ss/Japanese-Whaling-Crew-Eaten-Alive-by-Killer-Whales.htm	Fake-News
Creator of 'Flappy Bird' Commits Suicide	http://urbanlegends.about.com/od/Fake-News/ss/Did-the-Creator-of-Flappy-Bird-Commit-Suicide-No-Its-Satire.htm	Fake-News
