Are Members of Congress Really Exempt from Laws?	http://urbanlegends.about.com/od/government/a/proposed_28th_amendment.htm	government
Is It True that ABC News Banned American Flag Lapel Pins?	http://urbanlegends.about.com/od/government/a/abc_flag_pins.htm	government
ACLU Sues to Prohibit Military Prayer, Crosses in Federal Cemeteries?	http://urbanlegends.about.com/od/religion/a/i_am_honored_to_do_this.htm	government
Altoids, Oral Sex and the Presidency	http://urbanlegends.about.com/od/sex/a/altoids.htm	government
Explosive Allegations About Obama's Religion	http://urbanlegends.about.com/od/government/fl/Is-Barack-Obama-a-Muslim.htm	government
Amnesty - What Is Amnesty?	http://usconservatives.about.com/od/glossaryterms/g/Amnisty.htm	government
Don't Believe the One About Ann Coulter and a Black Pilot	http://urbanlegends.about.com/od/celebrities/ss/Ann-Coulter-Refuses-To-Board-Plane.htm	government
Did Australia's PM Really Tell Muslims to "Adapt or Leave"?	http://urbanlegends.about.com/od/government/a/Australian-Prime-Minister-Muslim-Immigrants.htm	government
The Case for Federalism	http://usconservatives.about.com/od/conservativepolitics101/a/The-Conservative-Case-For-Returning-Government-Power-To-The-States.htm	government
How We Know for Sure That Barack Obama Is Not the Antichrist	http://urbanlegends.about.com/od/barackobama/a/obamaantichrist.htm	government
What Happened to Barack Obama's Birth Certificate?	http://urbanlegends.about.com/od/barackobama/a/obama_birth_certificate.htm	government
Understanding Fannie Mae and Freddie Mac	http://uspolitics.about.com/od/economy/a/fannie_mae.htm	government
Did Obama Really Say He Wants to Replace the National Anthem?	http://urbanlegends.about.com/od/barackobama/a/obama_anthem.htm	government
When Bundling Political Contributions Is Legal and Illegal	http://uspolitics.about.com/od/Money-In-Politics/fl/What-Is-Bundling-In-Politics.htm	government
Obama Quote: 'I've Visited 57 States'	http://urbanlegends.about.com/od/barackobama/a/57_states.htm	government
What Was the "Mississippi Burning" Case?	http://crime.about.com/od/history/p/ms_burn.htm	government
Did Obama Really Salute the Flag with His Left Hand?	http://urbanlegends.about.com/od/barackobama/ss/obamas_left_handed_flag_salute.htm	government
Obama, Barack	http://urbanlegends.about.com/od/barackobama/	government
Subject: New Tail Number	http://urbanlegends.about.com/od/socialpoliticalissues/ss/air_force_one.htm	government
Here's When Donald Trump Will Be Inaugurated President	http://uspolitics.about.com/od/presidenc1/tp/Presidential-Inauguration-Day-2017.htm	government
Voting Rights Act of 1965	http://uspolitics.about.com/od/supremecourt/a/The-Voting-Rights-Act.htm	government
VA Makes Veterans Burial Locations Available Online	http://usgovinfo.about.com/cs/veterans/a/vetburialonline.htm	government
The Dangers of Illegal Immigration: One Week of Headlines	http://usconservatives.about.com/od/illegal-immigration/fl/The-Dark-Side-of-Open-Borders-and-Illegal-Immigration.htm	government
A Viral Diatribe Against Illegal Immigration	http://urbanlegends.about.com/od/government/a/cheap_tomatoes.htm	government
Can You Address Christmas Cards to "Recovering American Soldier"?	http://urbanlegends.about.com/od/government/a/cards_soldiers.htm	government
Citgo Boycott (Venezuela Dictator Vows to Bring Down U.S. Gov't)	http://urbanlegends.about.com/library/bl_citgo_boycott.htm	government
Citizens Against Breastfeeding	http://urbanlegends.about.com/od/government/a/citizens_against_breastfeeding.htm	government
Cleveland's Innerbelt Bridge on Verge of Collapse	http://urbanlegends.about.com/od/government/a/innerbeltbridge.htm	government
The Clinton Body Count	http://urbanlegends.about.com/od/billclinton/fl/The-Clinton-Body-Count.htm	government
Clintons Make the Secret Service Pay Their Mortgage	http://uspolitics.about.com/od/Election-2016/fl/How-Much-is-Hillary-Clinton-Really-Worth.htm	government
Congress Plans to Reinstate the Military Draft	https://www.thebalance.com/all-about-the-draft-3332963	government
Congress Stops Social Security Cost-of-Living Increase	http://usgovinfo.about.com/od/uscongress/a/Why-The-Congressional-Reform-Act-Will-Never-Pass.htm	government
Congressional Pensions vs. Social Security	http://usgovinfo.about.com/od/uscongress/a/congresspay.htm	government
Congressional Reform Act of 2009	http://usgovinfo.about.com/od/uscongress/a/Why-The-Congressional-Reform-Act-Will-Never-Pass.htm	government
Congressional Reform Act of 2011	http://urbanlegends.about.com/od/government/a/Congressional-Reform-Act-Of-2011.htm	government
Cook County Correctional Center (Photos)	http://chicago.about.com/od/governmentandmedia/a/RegistrationCoo.htm	government
Debunking the Presidents	http://urbanlegends.about.com/od/historical/a/presidents.htm	government
Denzel Washington, Meryl Streep Interview w/Katie Couric	http://urbanlegends.about.com/library/bl_denzel_washington.htm	government
Dick Cheney's Daughter to Act as 'Human Shield' in Iraq?	http://middleeast.about.com/od/iraq/f/me080225.htm	government
The Difference Between Obama and Romney	http://urbanlegends.about.com/od/government/ss/Difference-Between-Obama-And-Romney.htm	government
DNC Refuses Charlotte Hospitality?	http://urbanlegends.about.com/od/barackobama/ss/Obama-s-Son-Makes-Rare-Appearance.htm	government
Don Rickles Roasts Democrats	http://urbanlegends.about.com/od/government/a/don_rickles_roasts_democrats.htm	government
Don't Pump Gas on April 15th, 2012	http://urbanlegends.about.com/od/government/ss/April-15-Gas-Boycott.htm	government
Don't Pump Gas on May 15th	http://urbanlegends.about.com/od/government/ss/April-15-Gas-Boycott.htm	government
Don't Wear Campaign Gear at Polling Places	http://urbanlegends.about.com/od/government/a/electioneering.htm	government
Dr. Roger Starner Jones on Health Care Crisis	http://urbanlegends.about.com/od/government/a/Dr-Roger-Starner-Jones-MD.htm	government
Eisenhower Quote on Abolishing Social Security	http://americanhistory.about.com/od/dwightdeisenhower/a/ff_d_eisenhower.htm	government
Election Day Switch	http://uspolitics.about.com/od/CampaignsElections/a/Open-Primary-Definition.htm	government
Encounter with President Bush at St. John's Church	http://paranormal.about.com/od/angels/a/tales_13_02_04t.htm	government
EPA to Use Poor Kids as Guinea Pigs in Pesticide Study	http://usgovinfo.about.com/od/technologyandresearch/a/aboutepa.htm	government
